1678,43.06556016597511,57.49128630705394
1810,398.7030117486982,41.372452050134754
1677,187.59515004226543,83.76637785291632
1814,777.5255319148936,121.05405160706202
1812,950.5497856907352,72.4143999340587
1811,1221.3999032744446,91.50615914198742
1487,1425.8544504341385,87.63269001275668
1488,1542.2354742899572,58.8114906255801
1807,1698.7847222222222,15.305555555555555
1489,1636.9233322270163,14.524726186525058
1484,1891.7631945444941,52.30110935023772
1105,2017.8926345609066,98.27620396600567
1804,2119.770194215817,62.793064185562315
1481,2233.705895623402,92.64423221537074
1480,2383.212021361209,61.06590160209067
1477,2484.1235423744374,157.96529244330182
1475,2622.2086518004885,62.84469308959105
1474,2811.605871730646,42.62684219723889
1265,2966.469312949801,90.84345804836619
1264,3105.0171977744058,33.6662451525881
1263,3549.5086707326036,49.261756925563965
2425,3646.76061642851,143.2133348667376
2426,3882.7247370827617,59.120256058527666
1888,3976.900089525515,70.64368845120859
1781,4199.339391983216,66.78788001049
1782,4621.30680317041,86.30446782411776
1783,5188.278946379942,51.80558424891226
1444,5609.066251154201,62.18444136657433
1562,225.32423398328692,27.65626740947075
1916,1205.7576374745418,52.05295315682281
1914,1028.0171428571427,42.83555555555556
1485,1740.9216850028952,66.96713954834973
1917,1280.4502617801047,26.691099476439792
1805,1705.7468096326243,200.51647038143787
315,3190.5792517006803,59.55952380952381
978,460.4222731176639,65.52819925565417
2439,5112.055917053986,105.98848766535573
2612,539.4745119305857,65.69631236442517
1036,5210.077513257362,99.64718492609725
1037,5285.185975117143,130.82016480853127
1561,470.2079812206573,145.7731220657277
4151,3219.1307643714467,104.56790903348073
2440,5495.576034809774,155.40098181412475
1072,3905.352640545145,115.43143100511074
1777,3345.549280927641,116.89067088321663
1560,610.1526774764955,135.60260253440524
1918,1220.9302325581396,74.36821705426357
21,3055.6146435452793,120.53082851637765
977,627.2220309810672,81.38209982788295
1920,1184.7464788732395,71.66197183098592
1919,1257.1397849462367,81.23297491039426
1483,1896.4554961832062,160.1126717557252
4153,3074.390765765766,136.32695195195194
1006,1315.1536400178652,136.22666368914693
2445,4026.6452669505406,134.6966098919096
1482,2005.5013247539744,172.88663890991674
1915,1094.7535971223022,103.72302158273381
2611,362.7367945823928,141.15395033860045
2613,692.317064481653,121.33309583184895
1473,2813.803558718861,183.18871886120996
1038,5394.188064740343,140.57213782146758
4114,3128.9657216494847,129.5409793814433
2430,4163.50024473813,158.44728340675476
2574,1830.8,155.65307692307692
1610,2309.482380396733,177.33624270711786
1445,112.32477111827718,167.3769969235331
1039,5019.560761491419,152.83379364766225
2599,1058.6883572567783,151.95215311004785
371,2543.621973503883,145.76404751027866
1780,3783.588398108638,166.2782839349556
1913,1196.972027972028,125.8986013986014
1476,2653.800093792633,190.16358287858117
370,2478.333738601824,150.4613981762918
2600,1018.2677719166039,163.45064054257725
1679,5571.614754839877,226.50479464447258
1912,1206.277551020408,144.52244897959184
1652,3409.362648556876,167.69983022071307
1486,1545.827280625543,185.5215464813206
998,1620.2401129943503,168.48022598870057
11,3136.250366032211,179.83016105417278
1776,3303.795137092602,191.50957061562337
4113,3209.6493402638944,155.57297081167533
1923,792.7361111111111,145.26388888888889
1909,1633.855421686747,142.97590361445782
976,745.2463251670379,174.6806236080178
18,3077.7728776185227,183.4694046306505
1000,1579.7954684629517,270.4984690753215
4152,3251.888688760807,187.60590778097983
1886,3094.4411764705883,152.76470588235293
4257,3493.916273213724,185.13031161473089
1073,3880.522896039604,196.18595297029702
2595,1114.363231850117,204.9775175644028
1005,1357.0141987829616,170.64401622718051
979,178.99115044247787,231.08702064896755
1924,2137.0868646306667,211.1133889886928
2601,982.2622767857143,191.43108258928572
1104,2091.7399640503295,177.04313960455363
1681,344.6613319784919,260.7059147296668
2437,4588.049184149184,204.64055944055943
1040,5084.356064249303,214.450514571511
2594,1278.5292847503374,191.41133603238868
2431,4314.413063763608,208.89183514774496
